sample_id,pc,Sw
1,0.210290686,1
1,1.04364519,0.980277805
1,3.237457543,0.939988395
1,10.48113134,0.899695162
1,20.32252828,0.838838539
1,50.91720595,0.758380165
1,263.724379,0.578932275
1,1620.494254,0.339702198
1,153295.2708,0.057978398
