sample_id,pc,Sw
1,0.103202858,1
1,0.502565333,0.999584843
1,0.999559507,0.996989063
1,1.497272186,0.92200395
1,1.981229794,0.866978873
1,2.482123555,0.522113401
1,2.999376054,0.206242871
1,3.450957062,0.131326951
1,3.96968475,0.104116345
1,9.83766894,0.083950827
1,47.71636952,0.078101936
