sample_id,pc,Sw
1,0.127592065,1
1,0.244388268,0.956614522
1,0.355744804,0.934915452
1,0.461500075,0.898796159
1,0.548921845,0.877122413
1,0.634685953,0.820809021
1,0.734121455,0.74140012
1,0.84927284,0.651886934
1,0.982531848,0.559486809
1,1.472028167,0.540671059
1,4.948961997,0.500101974
1,29.22433392,0.420488672
1,69.51633573,0.362641368
1,118.578863,0.349583216
1,202.3290427,0.317759964
1,298.8010477,0.296059085
1,398.8467921,0.280144745
1,495.315165,0.267126388
